fecha,usuarios_diarios,tiempo_servicio_min,costo_servicio,capacidad_maxima_diaria,dia_semana,es_finde,demanda_predicha,mes,semana
2024-02-13,22.397792608821423,45.51443883405875,385.97876400547716,33.375706813311616,1,0,24.673822596500745,2,7
2024-02-14,20.042956019265144,37.71161487808889,898.5631412087565,31.849944412967474,2,0,23.391479054288162,2,7
2024-02-15,21.560311583210584,49.87535790816213,2271.7840682224246,32.125576453471545,3,0,23.391479054288162,2,7
2024-02-16,22.078722458080424,41.46588582926438,1594.1583285449979,31.82692817571613,4,0,23.391479054288162,2,7
2024-02-17,25.11424445243783,40.27767682189851,1422.453604877534,32.01557904758147,5,1,24.230962200518462,2,7
2024-02-18,23.687236579136922,49.33231401197959,859.0850500466628,30.9037249131048,6,1,23.721309420703513,2,7
2024-02-19,19.47391968927453,47.251513463443445,828.0427820644949,30.559949117405704,0,0,23.075776654045658,2,8
2024-02-20,23.64816793878959,31.551151975522522,204.17989255029815,33.59450506322497,1,0,25.87076603724325,2,8
2024-02-21,22.229835439167367,60.11567463429286,1143.8992872641911,31.153038651681673,2,0,23.075776654045658,2,8
2024-02-22,21.646155999388082,39.17929718406383,1597.8795223965521,31.00860765054369,3,0,23.075776654045658,2,8
2024-02-23,24.223352577681737,50.06751848141011,594.0190362777311,29.846609886396287,4,0,22.270551746497166,2,8
2024-02-24,25.0619990449919,44.06074792488199,2872.196107727445,31.361038252310497,5,1,24.02287977292269,2,8
2024-02-25,24.862560238232398,51.7553408424432,1581.0290039614217,30.676910206592503,6,1,24.02287977292269,2,8
2024-02-26,21.321564953554724,29.751035851520925,842.1717144270676,33.64201516013637,0,0,25.50840141956965,2,9
2024-02-27,22.381575248297573,42.97157095095436,700.4119533242005,33.00981708934263,1,0,24.673822596500745,2,9
2024-02-28,23.662526862807127,49.645375949585144,2078.5609109566294,31.311849654822275,2,0,23.721309420703513,2,9
2024-02-29,24.95109025424472,47.368631557532346,2227.9843843581557,34.252435805344305,3,0,26.03105075446367,2,9
2024-03-01,22.04165152430942,38.0350765394199,1587.3289418597687,32.98176548699159,4,0,24.673822596500745,3,9
2024-03-02,22.628682046672367,,,31.675168616491376,5,1,23.576181922819668,3,9
2024-03-03,20.787330051987944,,,29.500594285126425,6,1,21.130296525943447,3,9
2024-03-04,20.60758675183866,,,34.290942572590744,0,0,25.50840141956965,3,10
2024-03-05,54.6250516447884,35.81674148733423,597.9222423071673,61.610427533236404,1,0,54.35992932233751,3,10
2024-03-06,55.71248005714165,55.9607678222399,1079.3850348686312,61.35460125304311,2,0,53.76056158185237,3,10
2024-03-07,52.85597975683933,30.730593165555444,2333.365918806523,64.02257043200964,3,0,54.64598536550268,3,10
2024-03-08,55.00706579578405,39.71754225579596,837.0678069747873,65.43975240633927,4,0,57.1041768513356,3,10
2024-03-09,53.72327205009527,61.50235705209603,1959.6241902988,64.38427281851052,5,1,54.55719753448542,3,10
2024-03-10,51.709760490789755,44.07409478041978,3292.987763589131,63.56390912005236,6,1,54.64598536550268,3,10
2024-03-11,53.722791211016826,37.62861554557129,149.57603884704918,63.594754341665286,0,0,54.55719753448542,3,11
2024-03-12,56.07607313293194,33.61989854178511,961.6762355647478,63.853415558780306,1,0,56.46725508715023,3,11
2024-03-13,52.928347921780095,49.29661756064485,3489.0751886283842,63.75892858978676,2,0,54.64598536550268,3,11
2024-03-14,56.12928731162801,55.94445230110338,4770.971393826569,63.281191423969375,3,0,55.67201543993595,3,11
2024-03-15,47.76050979182051,51.38406544893931,1231.7166885816855,63.10420110395187,4,0,55.215443813872355,3,11
2024-03-16,54.64380500875045,50.967305251905906,2153.522568916826,62.937406872100475,5,1,55.40454978322267,3,11
2024-03-17,53.17409413647634,36.93255789996012,2078.717806278676,62.24603541113332,6,1,53.88393533066794,3,11
2024-03-18,52.401985299068265,42.910879960487215,360.7996348890248,62.71932492313323,0,0,55.342044408679115,3,12
2024-03-19,53.183521553071,30.695530499495145,1077.826417791932,61.307043185804616,1,0,53.419682377042285,3,12
2024-03-20,49.024862170798215,53.669672548830036,3178.9534470862914,62.90166037320525,2,0,55.25341849741666,3,12
2024-03-21,52.56065622432497,53.36659824609685,804.8688942176866,62.01140889284908,3,0,53.88393533066794,3,12
2024-03-22,53.71422514302349,41.06012021367265,295.5877388255787,61.89641068278423,4,0,54.42853325837687,3,12
2024-03-23,55.95578808948303,36.48613308266331,1025.7222269734318,63.179894151153476,5,1,55.65020225312276,3,12
2024-03-24,51.9634595634527,29.940786478111047,1041.0319813481512,64.39200228634459,6,1,54.64598536550268,3,12
2024-03-25,51.38301279421363,48.93732090272683,2853.142513293463,63.918316606002314,0,0,54.64598536550268,3,13
2024-03-26,51.99648591283093,45.95514232050124,1817.381539781172,61.429499396376826,1,0,53.419682377042285,3,13
2024-03-27,54.830804235404145,44.01427395366446,2619.824199463771,62.01037186342966,2,0,54.35992932233751,3,13
2024-03-28,53.65750221931937,42.50404651551784,2657.2340187532677,63.94077118798822,3,0,54.55719753448542,3,13
2024-03-29,51.94047959246592,53.46974238162756,2462.1255774949814,62.01751260646169,4,0,53.88393533066794,3,13
2024-03-30,54.02653486622671,31.207127167737656,2410.0373720092794,62.775366850002975,5,1,55.253256577661844,3,13
2024-03-31,53.19415509869608,49.89296964004544,4340.884906180962,63.550052099024555,6,1,54.64598536550268,3,13
2024-04-01,54.93728998106578,34.96475767758063,2243.458071978017,62.03165554513637,0,0,54.35992932233751,4,14
2024-04-02,51.59589381224529,44.44635069465282,4347.274873929961,63.10537550614596,1,0,55.342044408679115,4,14
2024-04-03,52.344675706804466,38.80212210741115,2532.509223855885,61.6659745050818,2,0,53.88393533066794,4,14
2024-04-04,52.21578369373569,32.96472513291639,864.5986072865356,62.398632356048786,3,0,53.88393533066794,4,14
2024-04-05,50.07297010373576,41.03526355197173,738.2469986423366,63.31978193414254,4,0,55.13982045444499,4,14
2024-04-06,53.592240554129155,32.30027449200742,870.2506591452071,61.40700626646833,5,1,53.448096262381476,4,14
2024-04-07,53.522110544359776,32.213979910734224,1910.8707695569747,63.4404747379604,6,1,55.253256577661844,4,14
2024-04-08,53.010226913284924,56.88767195030917,2119.667474448286,62.98036220107332,0,0,55.342044408679115,4,15
2024-04-09,52.530825733249706,50.77903040046678,2635.1374026757903,63.55248995441715,1,0,54.64598536550268,4,15
2024-04-10,50.16925851589917,56.61416670004343,2178.6629616623964,63.223914134064664,2,0,55.13982045444499,4,15
2024-04-11,52.15870935446928,45.75750771004731,843.6801217447936,64.36414042997384,3,0,54.64598536550268,4,15
2024-04-12,52.31457096694646,44.46949885238947,2893.015755630661,63.12522450264791,4,0,55.342044408679115,4,15
2024-04-13,51.39544546155676,59.42418175935532,2496.690736626826,62.570594458874744,5,1,55.342044408679115,4,15
2024-04-14,52.67742857666798,44.724948302848354,3397.045024640704,63.122297503032286,6,1,55.342044408679115,4,15
2024-04-15,53.80810171362908,41.69807883526442,147.85229796306047,63.543298029036386,0,0,54.55719753448542,4,16
2024-04-16,56.77237180242106,45.484808937801446,3767.9861199238294,63.0488600703257,1,0,56.94440890952494,4,16
2024-04-17,53.34915562566368,39.36687426744452,761.6205577887246,63.04059169120388,2,0,55.342044408679115,4,16
2024-04-18,53.515100781445526,39.64496771350128,953.2468145173784,62.29800831219325,3,0,54.42853325837687,4,16
2024-04-19,52.85110816846767,50.75096396044362,3076.1409746083305,62.33709908244905,4,0,53.88393533066794,4,16
2024-04-20,49.162457569401916,37.576556963055765,2262.6338989218852,61.59739472820031,5,1,52.12633784088354,4,16
2024-04-21,52.94697224910156,35.311250154543536,1060.4904873092023,64.74957674318694,6,1,57.1041768513356,4,16
2024-04-22,53.12046041988205,58.07888080845524,3865.452610410653,61.75613676460871,0,0,53.88393533066794,4,17
2024-04-23,57.92648422497057,41.119574911434576,1678.2125632004074,62.30709480220409,1,0,55.30451725507373,4,17
2024-04-24,52.61527807043775,51.87208240851923,3778.5584321953907,62.2815927344308,2,0,53.88393533066794,4,17
2024-04-25,53.60309468466723,52.04445955939958,1851.425006995545,63.89492437694444,3,0,54.55719753448542,4,17
2024-04-26,52.93057646058951,44.393553679742425,3249.633000787434,62.70505032170797,4,0,55.342044408679115,4,17
2024-04-27,50.662643924760935,44.20346363586722,3521.380152249909,64.24774207267373,5,1,54.64598536550268,4,17
2024-04-28,55.28564562903004,31.243649254715695,152.8629736787618,62.32650937575613,6,1,54.35992932233751,4,17
2024-04-29,54.50386606537355,28.577746290402327,843.1661440419873,63.2789941622238,0,0,55.38273659640949,4,18
2024-04-30,54.58206389408609,43.353427115757476,1901.350643634674,62.16465294674024,1,0,54.35992932233751,4,18
2024-05-01,51.18122509041052,51.918451996385606,514.1508265553775,65.1451491277734,2,0,56.25184292550212,5,18
2024-05-02,55.8055886218722,46.687141635072564,2578.585212399493,61.81240158097049,3,0,54.35992932233751,5,18
2024-05-03,50.196297874415436,47.881639756949454,2018.1426853125263,63.30982071022703,4,0,55.13982045444499,5,18
2024-05-04,54.17371418760054,,,63.633776880932096,5,1,54.55719753448542,5,18
2024-05-05,57.380911251619956,,,63.413799097451495,6,1,56.94440890952494,5,18
2024-05-06,51.018927349738625,,,62.814712341122295,0,0,55.342044408679115,5,19
2024-05-07,70.86740454079445,41.13871579867174,1992.3065908877757,79.87017930026657,1,0,71.9860323730323,5,19
2024-05-08,72.19930273017528,46.52312407726966,2337.7161510425653,80.04381147197911,2,0,72.85966793351358,5,19
2024-05-09,70.9930486917676,42.53891004368466,1942.3527942501385,79.8529979983715,3,0,71.97216618304252,5,19
2024-05-10,68.89867313786773,47.96275384567355,2371.635260066503,80.96387911679491,4,0,71.73474713016478,5,19
2024-05-11,72.13712594961206,54.809661321916394,3763.763883654776,82.21052300159135,5,1,72.85966793351358,5,19
2024-05-12,69.8753925725478,50.12438174661524,1975.9905654757808,79.44250821499216,6,1,71.98517417312934,5,19
2024-05-13,72.94718486127036,39.61720026903566,955.4149220032008,78.63019702042092,0,0,71.98234500944179,5,20
2024-05-14,70.1611515315324,45.926177547531644,1081.0632695362451,79.91171795164874,1,0,71.97216618304252,5,20
2024-05-15,75.09986881003508,49.90941664047013,1215.8828394993513,82.57970933765432,2,0,73.33420167333686,5,20
2024-05-16,70.43349341532753,31.60143242618086,1936.9372136336415,79.19632543203026,3,0,71.97130798313955,5,20
2024-05-17,71.35587696758864,39.56296923669057,530.4702269383174,81.63911680544406,4,0,71.83475383695614,5,20
2024-05-18,73.62703443473934,52.34935743087817,3037.1926386252976,81.67770081407645,5,1,72.88363316287675,5,20
2024-05-19,69.53827136713208,35.5128746162353,3456.3551377730773,79.446411758292,6,1,72.02395332973587,5,20
2024-05-20,72.45491986920825,40.40760607576113,35.27403859927364,80.56898307918527,0,0,72.85966793351358,5,21
2024-05-21,74.61428550856486,41.136009230320184,1547.703498002904,81.62839662312854,1,0,73.33420167333686,5,21
2024-05-22,68.78503353087754,47.04852162794483,1433.5336513563102,79.62087225901251,2,0,71.73474713016478,5,21
2024-05-23,72.3692677170646,45.16904988358896,3154.7378931758894,79.79641963989764,3,0,72.85966793351358,5,21
2024-05-24,72.51976558849685,55.27045682577984,2947.5794350481915,79.41831908605135,4,0,71.98234500944179,5,21
2024-05-25,73.56364574355462,35.94976189055086,1399.2693975819448,78.98524326930713,5,1,71.98234500944179,5,21
2024-05-26,69.52609857824383,36.76105195313359,218.1588551963624,79.35072245493399,6,1,71.72986616383601,5,21
2024-05-27,69.35908677383145,38.092436337958404,697.6096636724043,78.77605973323774,0,0,70.6489747849487,5,22
2024-05-28,73.0438831312338,35.423228669431666,289.5266212936811,80.03408346825923,1,0,72.85966793351358,5,22
2024-05-29,72.59396934646637,43.755391225825754,189.00656135398398,79.23002676894136,2,0,71.98234500944179,5,22
2024-05-30,72.50098570069176,36.50091718762438,2778.888027874089,80.23378591179075,3,0,72.85966793351358,5,22
2024-05-31,72.69289641899395,39.02244475520145,925.4180438534536,78.44410435379638,4,0,71.02140983304311,5,22
2024-06-01,70.63995055684302,53.09933230542923,3086.2145744813156,80.33088023221445,5,1,72.00089922486671,6,22
2024-06-02,72.46450739432201,40.75138712337179,1019.6953662868017,80.83352896160892,6,1,72.85966793351358,6,22
2024-06-03,72.58614494659736,29.33059471887863,886.7064092662982,78.00626435742855,0,0,71.02140983304311,6,23
2024-06-04,70.57129716394726,45.543360192379936,3390.435395460647,80.37405656984757,1,0,72.02481152963884,6,23
2024-06-05,75.73154902228951,29.33737624105415,197.74274153461548,81.2276689924733,2,0,73.33420167333686,6,23
2024-06-06,72.94766584182358,31.57059866859316,813.2151790291454,78.7903589813088,3,0,71.98234500944179,6,23
2024-06-07,69.6173930055947,43.23674084345748,252.2841090598682,81.6725723868377,4,0,71.75901518926875,6,23
2024-06-08,73.31310721726766,31.195117899335482,1803.543701555365,80.41901900936604,5,1,72.85966793351358,6,23
2024-06-09,70.05063665954536,50.372457562116836,2809.7237344794576,79.29498814424159,6,1,72.00004102496375,6,23
2024-06-10,73.5741692074849,45.04808494666138,142.48477952228365,79.9442309223423,0,0,72.88363316287675,6,24
2024-06-11,74.31719115801481,50.259722501721484,3609.367949551877,80.55832691252172,1,0,72.88363316287675,6,24
2024-06-12,70.35863536329659,30.095683374895593,808.1654943794822,80.07600539141241,2,0,71.83475383695614,6,24
2024-06-13,73.92675225848865,43.638592458777374,1768.1740959841572,80.53875599244637,3,0,72.88363316287675,6,24
2024-06-14,72.825561853873,55.33847993773104,2385.075684321666,79.07932640692063,4,0,71.98234500944179,6,24
2024-06-15,73.64412031998899,44.933920201352684,3119.7954483254175,80.16936082403608,5,1,72.88363316287675,6,24
2024-06-16,75.7935859653079,47.788983800237546,2535.893216450638,78.58628550309501,6,1,71.98234500944179,6,24
2024-06-17,71.50922376799426,44.34816389219784,1968.4836654436451,79.8887739386513,0,0,72.85966793351358,6,25
2024-06-18,70.49252767128502,57.047398671316415,3975.283059383632,79.09609235853522,1,0,72.02395332973587,6,25
2024-06-19,70.22097114074896,39.139586634716046,1255.147241146741,79.26447005741024,2,0,71.97130798313955,6,25
2024-06-20,70.36837943006913,50.615444455770174,4055.552593130365,81.23609317521044,3,0,72.02481152963884,6,25
2024-06-21,71.8457965811718,52.00629280921444,2288.0649534009954,81.09131012059427,4,0,72.85966793351358,6,25
2024-06-22,72.6823039496333,47.42310813047685,2526.331827407808,80.60913812090718,5,1,72.85966793351358,6,25
2024-06-23,72.55338159866004,46.83569211206514,652.2271929510041,78.90768723532742,6,1,71.98234500944179,6,25
2024-06-24,73.65436649807205,34.87029314534238,1192.532678301361,79.6835915503052,0,0,72.88363316287675,6,26
2024-06-25,72.02600378375581,59.52980417791528,3080.1242090570536,81.21309769997919,1,0,72.85966793351358,6,26
2024-06-26,74.90706815431463,41.441568620657904,902.142736165273,80.14171691363991,2,0,73.33420167333686,6,26
2024-06-27,71.47068633352409,46.52835549987271,1892.7010882523498,82.3193295399817,3,0,71.97216618304252,6,26
2024-06-28,77.44033833317924,51.203104744529526,1877.3275163831968,80.39331783939437,4,0,73.33420167333686,6,26
2024-06-29,73.25133469553002,45.57707212718054,2221.529184185538,80.19204911649003,5,1,72.85966793351358,6,26
2024-06-30,70.28568488716743,56.796954613957006,3676.0526639881737,79.6908835357975,6,1,72.02481152963884,6,26
2024-07-01,69.85821500387777,31.371145873371308,1164.5452233806523,80.13354090478228,0,0,71.97216618304252,7,27
2024-07-02,72.96494483048637,43.39601481328418,448.44107628851697,79.84753016361945,1,0,72.85966793351358,7,27
2024-07-03,71.5530744293483,37.0865897874729,441.504825485827,80.7081086766886,2,0,72.85966793351358,7,27
2024-07-04,73.42800098818418,41.844322764607924,467.8904561578179,80.95670231679459,3,0,72.85966793351358,7,27
2024-07-05,72.94647524914708,46.16778206165981,4741.7283192724735,79.21401053949205,4,0,71.98234500944179,7,27
2024-07-06,71.85434217468625,50.25442084330121,2732.9144996449154,78.66876704644223,5,1,72.97852014847543,7,27
2024-07-07,70.30641256386319,35.3376026620752,789.1815874929886,78.1637946268967,6,1,70.32850915113917,7,27
2024-07-08,68.97030555062827,52.58812303387753,1814.7642350294468,80.50799132691255,0,0,71.73474713016478,7,28
2024-07-09,71.10697009586596,53.51239377592751,3276.708483707344,78.89663339382612,1,0,72.02395332973587,7,28
2024-07-10,73.71279758864695,44.56744181218038,1723.1539592530414,77.84710940704751,2,0,69.82633561764787,7,28
2024-07-11,72.4281874882604,40.3944521423783,314.4023314462421,80.38857860453096,3,0,72.85966793351358,7,28
2024-07-12,69.50852244257602,51.579015519179734,662.4006547608112,82.49299951743279,4,0,71.83475383695614,7,28
2024-07-13,72.34636185170237,,,79.9939290884601,5,1,72.85966793351358,7,28
2024-07-14,72.77063475945768,,,80.83849077445164,6,1,72.85966793351358,7,28
2024-07-15,64.23228512759773,37.87112470343169,1172.816201461717,76.08182935854757,0,0,66.68377023491973,7,29
2024-07-16,66.30745021189105,57.67397646783216,509.6024869463506,75.90111034680886,1,0,67.9921761089939,7,29
2024-07-17,66.116417436892,50.201213922163944,1202.92002366534,76.91907648298776,2,0,68.20824086366189,7,29
2024-07-18,63.714059404338755,29.59192462697845,2118.3178534720296,75.70972545581135,3,0,66.74560939204218,7,29
2024-07-19,66.71557472069657,46.96187546482214,2554.149304979188,76.2673923140719,4,0,68.13123981623866,7,29
2024-07-20,67.12156905273648,37.991913689082594,673.769702168996,76.32169780619601,5,1,68.13123981623866,7,29
2024-07-21,68.16610248635055,42.129208078974145,105.92072250266662,75.33190954635695,6,1,66.9645734856708,7,29
2024-07-22,68.10760410406981,39.648486515958695,2596.9372887823693,76.99204234953652,0,0,69.3009247839569,7,30
2024-07-23,63.24466126408582,43.018418379189555,3263.368359143464,75.82504024330458,1,0,66.784761230622,7,30
2024-07-24,64.12434992016975,43.67643731227528,630.2378223649678,75.24425484050715,2,0,66.65639284617689,7,30
2024-07-25,67.03007053441732,51.326927373764164,2609.48003568856,76.5365098435704,3,0,69.20010928271111,7,30
2024-07-26,67.02757190182442,56.780899471191134,3007.5960684631636,75.10153201820896,4,0,66.9645734856708,7,30
2024-07-27,67.0300953726121,54.82940558118349,3204.1747800664552,76.02818115736913,5,1,68.13123981623866,7,30
2024-07-28,73.70546298130944,56.78886469099211,3541.572866414007,75.9908810033558,6,1,69.58890528889698,7,30
2024-07-29,67.14178102138634,55.235614558108566,1457.250058897933,77.08589556583158,0,0,69.20010928271111,7,31
2024-07-30,68.2711312803612,58.77086519388697,1987.491206811031,76.47469823287996,1,0,68.13123981623866,7,31
2024-07-31,67.9080035269864,46.521413754220156,4168.121849802384,75.97497304125486,2,0,68.07347772325917,7,31
2024-08-01,67.30278250261159,47.143754043206926,2774.135761683692,76.81776629920029,3,0,69.20010928271111,8,31
2024-08-02,65.3694615107193,31.338496407494414,214.4437414537631,77.39020754901732,4,0,68.10395562487058,8,31
2024-08-03,67.51793844098654,36.5847120860992,2863.0545965059378,76.55781030635187,5,1,69.3009247839569,8,31
2024-08-04,64.45434957092486,47.632781866106285,4730.470699182225,76.01035261984337,6,1,66.68377023491973,8,31
2024-08-05,65.52636278651998,44.2706928578044,545.0969724661345,74.68816376764984,0,0,66.6827000002692,8,32
2024-08-06,65.0292729043418,51.181866255058495,1605.0181971071834,74.93488633692462,1,0,66.6827000002692,8,32
2024-08-07,66.16374827877264,43.248220586300334,193.89276982571482,75.69477529564533,2,0,67.9921761089939,8,32
2024-08-08,70.62931713334702,36.54063910045976,2773.9130287904777,75.39048779784072,3,0,67.86336658326061,8,32
2024-08-09,62.2654696148165,31.15015563053521,2329.648230203663,75.81302869701456,4,0,66.89006010053662,8,32
2024-08-10,67.37252038074902,50.83033581654425,2469.2024410803715,76.0566499248971,5,1,68.13123981623866,8,32
2024-08-11,62.7745682576207,48.14391617409113,3449.2047915794064,76.52969275435673,6,1,67.44611742315928,8,32
2024-08-12,65.05613626842113,32.07156623721939,2321.876267318885,75.92950122194091,0,0,67.86891400246529,8,33
2024-08-13,68.17790119393473,58.522342553234886,1398.3776609576892,76.4865016438262,1,0,68.13123981623866,8,33
2024-08-14,66.12856003819093,45.47897982574639,1941.1183640116103,76.06447441481012,2,0,67.9921761089939,8,33
2024-08-15,63.844510444141385,53.33366210528695,3005.735428000866,74.02453343364613,3,0,66.4842746660785,8,33
2024-08-16,64.56939258148006,41.0375399442579,977.1161379933773,75.06066460618125,4,0,66.6827000002692,8,33
2024-08-17,67.35919549786935,43.489983601145255,3064.547626506622,75.85591244427839,5,1,68.13123981623866,8,33
2024-08-18,64.53926673656572,56.73012506470663,2612.3060584850737,74.79030525715889,6,1,66.6827000002692,8,33
2024-08-19,66.43291717916395,39.02123628421769,292.3301878794256,76.59992872999621,0,0,68.20824086366189,8,34
2024-08-20,66.09114367980763,55.55570673992389,2509.4632152856384,77.5307508323437,1,0,69.58307372300389,8,34
2024-08-21,64.69679930478837,52.37730049304485,4754.425860772474,77.21876185169732,2,0,68.10395562487058,8,34
2024-08-22,70.28788817865065,57.75698861664535,748.1303848970366,75.78655712906979,3,0,69.18923993692496,8,34
2024-08-23,67.26783804463602,34.07783467582237,1061.6570216455407,77.49072613684996,4,0,69.20010928271111,8,34
2024-08-24,61.94971482668478,47.86960592010566,2009.8321024677828,76.14866745720211,5,1,66.82822094341417,8,34
2024-08-25,66.37290862953886,59.355637858804954,2924.4412448940975,75.66291402888196,6,1,67.9921761089939,8,34
2024-08-26,64.67642707046322,54.4134349032237,652.3652207455395,75.38659733645906,0,0,66.6827000002692,8,35
2024-08-27,67.70486666959245,46.876795812558065,353.377417126256,75.69753031351188,1,0,68.13123981623866,8,35
2024-08-28,64.4149585231346,59.226210800896425,599.1821774494362,75.61182318145877,2,0,66.68377023491973,8,35
2024-08-29,65.77052711706621,54.75534529668858,3827.1488010348808,76.1704162223755,3,0,67.9921761089939,8,35
2024-08-30,67.00997455796092,31.22127975109572,552.940828339261,76.16057398104986,4,0,68.13123981623866,8,35
2024-08-31,67.73151038834024,37.496044311489186,2132.592963452724,76.00304602015342,5,1,68.13123981623866,8,35
2024-09-01,63.599407185888445,43.65436565635406,1745.444684037546,76.43693816974636,6,1,66.68377023491973,9,35
2024-09-02,65.33099752831811,33.944415329089544,2238.196033668552,77.19064627478635,0,0,68.10395562487058,9,36
2024-09-03,65.05010937767808,39.27996862631982,2399.344858825714,76.94955413544132,1,0,68.10395562487058,9,36
2024-09-04,64.69334153485258,54.87451095270163,3573.280732807215,74.5151020315501,2,0,66.6827000002692,9,36
2024-09-05,69.53090848056219,46.44575197961683,1649.9200079325417,73.44607886509804,3,0,68.0,9,36
2024-09-06,66.8099634219219,56.129221181975225,4013.482878089248,76.93431991123927,4,0,69.1484817759766,9,36
2024-09-07,63.47823209132991,47.109394794604896,2463.6711928435393,74.63312130158458,5,1,66.65639284617689,9,36
2024-09-08,67.83572389410955,59.72576662389869,693.6144321929011,75.77523459810732,6,1,68.13123981623866,9,36
